F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\Core\ExxerAI.Domain\Operations\CancellationAwareResult.cs:82 | Class: CancellationAwareResult | Method: WrapCancellationAware | Return: Task<Result>
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:347 | Class: AgentServiceTests | Method: UpdateAgentStatusAsync_WithValidInput_ShouldReturnSuccess | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:366 | Class: AgentServiceTests | Method: UpdateAgentStatusAsync_WithNonExistentAgent_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:390 | Class: AgentServiceTests | Method: AssignTaskAsync_WithValidInput_ShouldReturnSuccess | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:410 | Class: AgentServiceTests | Method: AssignTaskAsync_WithEmptyAgentId_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:430 | Class: AgentServiceTests | Method: AssignTaskAsync_WithEmptyTaskId_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:454 | Class: AgentServiceTests | Method: FindBestAgentForTaskAsync_WithValidTaskType_ShouldReturnBestAgent | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:477 | Class: AgentServiceTests | Method: FindBestAgentForTaskAsync_WithInvalidTaskType_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:495 | Class: AgentServiceTests | Method: FindBestAgentForTaskAsync_WithNoSuitableAgent_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:518 | Class: AgentServiceTests | Method: DeleteAgentAsync_WithValidId_ShouldReturnSuccess | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:537 | Class: AgentServiceTests | Method: DeleteAgentAsync_WithEmptyGuid_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:556 | Class: AgentServiceTests | Method: DeleteAgentAsync_WithNonExistentAgent_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\AgentServiceTests.cs:579 | Class: AgentServiceTests | Method: IAgentService_AllMethods_ShouldRespectCancellationToken | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceBehavioralTests.cs:20 | Class: DocumentIngestionServiceBehavioralTests | Method: DetectDocumentChangesAsync_Should_Return_Changes_When_ChangesExist | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceBehavioralTests.cs:34 | Class: DocumentIngestionServiceBehavioralTests | Method: DetectDocumentChangesAsync_Should_Return_Failure_When_ExceptionOccurs | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceBehavioralTests.cs:46 | Class: DocumentIngestionServiceBehavioralTests | Method: GetIngestionStatusAsync_Should_Return_Status_When_Successful | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceBehavioralTests.cs:60 | Class: DocumentIngestionServiceBehavioralTests | Method: GetIngestionStatusAsync_Should_Return_Failure_When_ExceptionOccurs | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceBehavioralTests.cs:72 | Class: DocumentIngestionServiceBehavioralTests | Method: IngestDocumentAsync_Should_Return_Success_When_DocumentProcessed | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceBehavioralTests.cs:86 | Class: DocumentIngestionServiceBehavioralTests | Method: IngestDocumentAsync_Should_Return_Failure_When_ExceptionOccurs | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:50 | Class: DocumentIngestionServiceImplementationTests | Method: StartWatchingFolderAsync_Should_ReturnFailure_When_FolderIdIsEmpty | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:61 | Class: DocumentIngestionServiceImplementationTests | Method: StartWatchingFolderAsync_Should_ReturnSuccess_When_ValidFolderId | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:74 | Class: DocumentIngestionServiceImplementationTests | Method: StartWatchingFolderAsync_Should_ReturnFailure_When_FolderIdIsWhitespace | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:85 | Class: DocumentIngestionServiceImplementationTests | Method: StopWatchingFolderAsync_Should_ReturnFailure_When_WatchIdNotFound | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:96 | Class: DocumentIngestionServiceImplementationTests | Method: StopWatchingFolderAsync_Should_ReturnSuccess_When_ValidWatchId | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:111 | Class: DocumentIngestionServiceImplementationTests | Method: DetectDocumentChangesAsync_Should_ReturnSuccess_When_NoPendingChanges | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:123 | Class: DocumentIngestionServiceImplementationTests | Method: ProcessDocumentChangeAsync_Should_ReturnFailure_When_ChangeEventIsNull | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:134 | Class: DocumentIngestionServiceImplementationTests | Method: ProcessDocumentChangeAsync_Should_ReturnSuccess_When_RequiresProcessingIsFalse | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:156 | Class: DocumentIngestionServiceImplementationTests | Method: ProcessDocumentChangeAsync_Should_HandleDeletedDocuments | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:179 | Class: DocumentIngestionServiceImplementationTests | Method: ProcessDocumentChangeAsync_Should_ProcessValidChangeEvent | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:214 | Class: DocumentIngestionServiceImplementationTests | Method: IngestDocumentAsync_Should_ReturnFailure_When_DocumentIdIsEmpty | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:225 | Class: DocumentIngestionServiceImplementationTests | Method: IngestDocumentAsync_Should_ReturnFailure_When_DocumentIdIsWhitespace | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:236 | Class: DocumentIngestionServiceImplementationTests | Method: IngestDocumentAsync_Should_ProcessValidDocument | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:263 | Class: DocumentIngestionServiceImplementationTests | Method: IngestDocumentAsync_Should_ForceReprocessWhenRequested | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:290 | Class: DocumentIngestionServiceImplementationTests | Method: IsDocumentModifiedAsync_Should_ReturnTrueForModifiedDocument | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:306 | Class: DocumentIngestionServiceImplementationTests | Method: GetIngestionStatusAsync_Should_ReturnValidStatus | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:320 | Class: DocumentIngestionServiceImplementationTests | Method: GetIngestionStatusAsync_Should_IncludeActiveSessionsInStatus | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:335 | Class: DocumentIngestionServiceImplementationTests | Method: Integration_StartWatch_ProcessChange_StopWatch_Should_WorkCorrectly | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceImplementationTests.cs:364 | Class: DocumentIngestionServiceImplementationTests | Method: ProcessDocumentChangeAsync_Should_HandleModifiedDocuments | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:46 | Class: DocumentIngestionServiceTests | Method: StartWatchingFolderAsync_ShouldReturnResultWithWatchId_When_ValidFolderProvided | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:64 | Class: DocumentIngestionServiceTests | Method: StartWatchingFolderAsync_ShouldReturnFailure_When_FolderIdIsNull | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:81 | Class: DocumentIngestionServiceTests | Method: StopWatchingFolderAsync_ShouldReturnSuccess_When_ValidWatchId | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:100 | Class: DocumentIngestionServiceTests | Method: DetectDocumentChangesAsync_ShouldReturnChanges_When_ChangesExist | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:125 | Class: DocumentIngestionServiceTests | Method: ProcessDocumentChangeAsync_ShouldProcessDocument_When_DocumentCreated | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:150 | Class: DocumentIngestionServiceTests | Method: ProcessDocumentChangeAsync_ShouldDetectVersion_When_DocumentModified | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:171 | Class: DocumentIngestionServiceTests | Method: IngestDocumentAsync_ShouldProcessDocument_When_ValidDocumentId | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:194 | Class: DocumentIngestionServiceTests | Method: IngestDocumentAsync_ShouldReturnFailure_When_DocumentIdIsNull | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:211 | Class: DocumentIngestionServiceTests | Method: IsDocumentModifiedAsync_ShouldReturnTrue_When_DocumentWasModified | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:234 | Class: DocumentIngestionServiceTests | Method: GetIngestionStatusAsync_ShouldReturnStatus_When_Requested | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:256 | Class: DocumentIngestionServiceTests | Method: ProcessDocumentChangeAsync_ShouldHandleFailure_When_ProcessingFails | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:280 | Class: DocumentIngestionServiceTests | Method: ProcessDocumentChangeAsync_ShouldHandleSkip_When_VersionDetectionSaysSkip | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:298 | Class: DocumentIngestionServiceTests | Method: CompleteWorkflow_ShouldProcessNewDocument_EndToEnd | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:341 | Class: DocumentIngestionServiceTests | Method: ProcessDocumentChanges_ShouldHandleHighVolume_Efficiently | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\DocumentIngestionServiceTests.cs:377 | Class: DocumentIngestionServiceTests | Method: ProcessDocumentChangeAsync_ShouldRespectCancellation_When_TokenCancelled | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:101 | Class: EnhancedLLMServiceTests | Method: GenerateTextAsync_WithEmptyModelId_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:116 | Class: EnhancedLLMServiceTests | Method: GenerateTextAsync_WithEmptyPrompt_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:131 | Class: EnhancedLLMServiceTests | Method: GenerateTextAsync_WithNonExistentModel_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:150 | Class: EnhancedLLMServiceTests | Method: GenerateTextAsync_WithValidInputs_ShouldReturnSuccess | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:199 | Class: EnhancedLLMServiceTests | Method: CreateConversationAsync_WithEmptyAgentId_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:214 | Class: EnhancedLLMServiceTests | Method: CreateConversationAsync_WithEmptyModelId_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:229 | Class: EnhancedLLMServiceTests | Method: CreateConversationAsync_WithValidInputs_ShouldReturnSuccess | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:269 | Class: EnhancedLLMServiceTests | Method: ContinueConversationAsync_WithEmptyConversationId_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:284 | Class: EnhancedLLMServiceTests | Method: ContinueConversationAsync_WithEmptyMessage_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:299 | Class: EnhancedLLMServiceTests | Method: ContinueConversationAsync_WithValidInputs_ShouldReturnSuccess | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:359 | Class: EnhancedLLMServiceTests | Method: EstimateCostAsync_WithEmptyModelId_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:375 | Class: EnhancedLLMServiceTests | Method: EstimateCostAsync_WithValidInputs_ShouldReturnSuccess | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:404 | Class: EnhancedLLMServiceTests | Method: CountTokensAsync_WithEmptyModelId_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:419 | Class: EnhancedLLMServiceTests | Method: CountTokensAsync_WithEmptyText_ShouldReturnZero | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:434 | Class: EnhancedLLMServiceTests | Method: CountTokensAsync_WithValidInputs_ShouldReturnSuccess | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:462 | Class: EnhancedLLMServiceTests | Method: ValidateModelAsync_WithEmptyModelId_ShouldReturnFailure | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:476 | Class: EnhancedLLMServiceTests | Method: ValidateModelAsync_WithValidModel_ShouldReturnSuccess | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\EnhancedLLMServiceTests.cs:509 | Class: EnhancedLLMServiceTests | Method: StreamTextAsync_WithValidInputs_ShouldReturnStream | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:107 | Class: ProcessDocumentAsyncTests | Method: ProcessDocumentAsync_WithSuccessfulDirectTextExtraction_ShouldReturnSuccessResult | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:133 | Class: ProcessDocumentAsyncTests | Method: ProcessDocumentAsync_WithFailedDirectTextButSuccessfulOCR_ShouldReturnOCRResult | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:161 | Class: ProcessDocumentAsyncTests | Method: ProcessDocumentAsync_WithBothDirectTextAndOCRFailure_ShouldReturnFailureResult | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:183 | Class: ProcessDocumentAsyncTests | Method: ProcessDocumentAsync_WithPatternMatching_ShouldExtractFieldsCorrectly | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:208 | Class: ProcessDocumentAsyncTests | Method: ProcessDocumentAsync_WithCancellationToken_ShouldRespectCancellation | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:237 | Class: ProcessDocumentAsyncTests | Method: ProcessDocumentAsync_WithException_ShouldReturnFailureResultWithErrorMessage | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:260 | Class: ProcessDocumentBatchAsyncTests | Method: ProcessDocumentBatchAsync_WithValidDocuments_ShouldProcessAllSuccessfully | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:285 | Class: ProcessDocumentBatchAsyncTests | Method: ProcessDocumentBatchAsync_WithMixedResults_ShouldReportCorrectStatistics | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:311 | Class: ProcessDocumentBatchAsyncTests | Method: ProcessDocumentBatchAsync_WithProgressReporting_ShouldReportProgress | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:347 | Class: ProcessDocumentBatchAsyncTests | Method: ProcessDocumentBatchAsync_WithCancellation_ShouldHandleCancellationGracefully | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:378 | Class: UpdatePatternsFromSuccessfulProcessingAsyncTests | Method: UpdatePatternsFromSuccessfulProcessingAsync_WithHighConfidenceResult_ShouldUpdatePatterns | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:392 | Class: UpdatePatternsFromSuccessfulProcessingAsyncTests | Method: UpdatePatternsFromSuccessfulProcessingAsync_WithLowConfidenceResult_ShouldSkipUpdate | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:406 | Class: UpdatePatternsFromSuccessfulProcessingAsyncTests | Method: UpdatePatternsFromSuccessfulProcessingAsync_WithFailedResult_ShouldSkipUpdate | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:420 | Class: UpdatePatternsFromSuccessfulProcessingAsyncTests | Method: UpdatePatternsFromSuccessfulProcessingAsync_WithEmptyFields_ShouldNotUpdatePatterns | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:435 | Class: UpdatePatternsFromSuccessfulProcessingAsyncTests | Method: UpdatePatternsFromSuccessfulProcessingAsync_WithException_ShouldLogErrorAndContinue | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:450 | Class: ValidateExtractedFieldsAsyncTests | Method: ValidateExtractedFieldsAsync_WithValidFields_ShouldReturnValidResult | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:467 | Class: ValidateExtractedFieldsAsyncTests | Method: ValidateExtractedFieldsAsync_WithMissingRequiredFields_ShouldReturnInvalidResult | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:485 | Class: ValidateExtractedFieldsAsyncTests | Method: ValidateExtractedFieldsAsync_WithInvalidFieldValues_ShouldReturnInvalidResult | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\HybridDocumentProcessorTests.cs:502 | Class: ValidateExtractedFieldsAsyncTests | Method: ValidateExtractedFieldsAsync_WithMalformedRegex_ShouldHandleGracefully | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:40 | Class: LLMServiceImplementationTests | Method: GenerateTextAsync_Should_ReturnFailure_When_PromptIsEmpty | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:51 | Class: LLMServiceImplementationTests | Method: GenerateTextAsync_Should_ReturnFailure_When_PromptIsWhitespace | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:62 | Class: LLMServiceImplementationTests | Method: GenerateTextAsync_Should_ReturnFailure_When_ModelNotFound | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:78 | Class: LLMServiceImplementationTests | Method: GenerateTextAsync_Should_ReturnSuccess_When_ValidInput | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:101 | Class: LLMServiceImplementationTests | Method: ContinueConversationAsync_Should_ReturnFailure_When_MessageIsEmpty | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:112 | Class: LLMServiceImplementationTests | Method: ContinueConversationAsync_Should_ReturnFailure_When_MessageIsWhitespace | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:123 | Class: LLMServiceImplementationTests | Method: ContinueConversationAsync_Should_ReturnFailure_When_UserMessageAddFails | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:139 | Class: LLMServiceImplementationTests | Method: ContinueConversationAsync_Should_ReturnSuccess_When_ValidInput | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:160 | Class: LLMServiceImplementationTests | Method: CreateConversationAsync_Should_ReturnSuccess_When_ValidParameters | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:185 | Class: LLMServiceImplementationTests | Method: CreateConversationAsync_Should_UseDefaultValues_When_OptionalParametersNull | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:204 | Class: LLMServiceImplementationTests | Method: CreateConversationAsync_Should_ReturnFailure_When_RepositoryFails | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:222 | Class: LLMServiceImplementationTests | Method: EstimateCostAsync_Should_ReturnFailure_When_ModelNotFound | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:238 | Class: LLMServiceImplementationTests | Method: EstimateCostAsync_Should_ReturnSuccess_When_ValidInput | Return: Task
F:\\Dynamic\\ExxerAi\\ExxerAI\\code\\src\tests\ExxerAI.Application.Tests\Services\LLMServiceImplementationTests.cs:257 | Class: LLMServiceImplementationTests | Method: CountTokensAsync_Should_ReturnZero_When_TextIsEmpty | Return: Task
